"itemID","typeID","groupID","solarSystemID","constellationID","regionID","orbitID","x","y","z","radius","itemName","security","celestialIndex","orbitIndex"
"30000088","5","5","","20000012","10000001","","-9.47094724950392e+16","6.2114404413655e+16","-7.38014096288304e+16","2098107167440.0","Akeva","0.664834848645296","",""
"30000089","5","5","","20000013","10000001","","-8.34869173143548e+16","7.11881996138086e+16","-9.41569746635618e+16","2541561033336.0","Sosa","0.301179027437288","",""
"30000090","5","5","","20000013","10000001","","-8.17956633341842e+16","7.52612296266488e+16","-9.07067029546431e+16","2392273845744.0","Ilahed","0.31594346592522","",""
"30000091","5","5","","20000013","10000001","","-8.86819786457933e+16","8.2300286639161e+16","-9.7642794568668e+16","4830178145160.0","Eshwil","0.218968471462247","",""
"30000092","5","5","","20000013","10000001","","-8.4224358460811e+16","6.69547362639587e+16","-1.00539545847313e+17","2360709919400.0","Aranir","0.242788606982275","",""
"30000093","5","5","","20000013","10000001","","-8.41129613616262e+16","7.73636061816049e+16","-8.61390834679175e+16","1370483246112.0","Ishkad","0.366035538407793","",""
"30000094","5","5","","20000013","10000001","","-8.89581613496796e+16","6.84622132026489e+16","-1.04268722287202e+17","3179008052008.0","Hahyil","0.208114841651135","",""
"30000095","5","5","","20000014","10000001","","-5.98285040597033e+16","6.66295526091308e+16","-8.56590283284578e+16","2163577725104.0","Asilem","0.284997695535313","",""
"30000096","5","5","","20000014","10000001","","-6.08738873394272e+16","5.90277581239837e+16","-9.6570831066938e+16","2781410349996.0","Mahnagh","0.205003377966423","",""
"30000097","5","5","","20000014","10000001","","-6.05172466787748e+16","6.08916180177174e+16","-8.38906968543728e+16","2085218371768.0","Shach","0.326043080242139","",""
"30000098","5","5","","20000014","10000001","","-7.36651979465454e+16","7.17009830841758e+16","-8.54106250093877e+16","1317166628232.0","Kehrara","0.364844024330709","",""
"30000099","5","5","","20000014","10000001","","-6.85486266198993e+16","7.06345738437482e+16","-7.63250814133721e+16","4751108853364.0","Arena","0.44232988166039","",""
"30000100","5","5","","20000014","10000001","","-5.66170166164695e+16","5.5052089301391e+16","-8.21731127846264e+16","3987362319056.0","Timeor","0.314131068744228","",""
"30000101","5","5","","20000014","10000001","","-7.30163698009466e+16","7.18324126836303e+16","-7.39730812251417e+16","4332105858008.0","Uhtafal","0.499612285528816","",""
"30000102","5","5","","20000014","10000001","","-6.13659304313279e+16","7.16858825442681e+16","-8.99731094296644e+16","1383282793528.0","Dysa","0.236195309177862","",""
"30000103","5","5","","20000014","10000001","","-6.92377922569789e+16","6.8408660502674e+16","-7.09062621388221e+16","4626700634780.0","Serad","0.525836373084704","",""
"30000104","5","5","","20000014","10000001","","-5.93589324009006e+16","7.59938997795826e+16","-8.71142899593903e+16","5083050500272.0","Mahti","0.228281786364499","",""
"30000105","5","5","","20000014","10000001","","-7.74338143447171e+16","8.30785981421423e+16","-7.2003290355774e+16","1286656713648.0","Abha","0.434101313134241","",""
"30000106","5","5","","20000015","10000001","","-8.94335596169336e+16","4.69003731731622e+16","-8.37581120886249e+16","3023692601128.0","Shedoo","0.506117738531189","",""
"30000107","5","5","","20000015","10000001","","-1.02362648910611e+17","4.0596126609599e+16","-8.25489216623778e+16","1257976026488.0","Gamis","0.473906173726494","",""
"30000108","5","5","","20000015","10000001","","-1.01098098348746e+17","3.29218618449338e+16","-8.7753326166026e+16","2480415003968.0","Nieril","0.35344020773032","",""
"30000109","5","5","","20000015","10000001","","-8.53722444342632e+16","3.34975590023366e+16","-7.87140128811779e+16","1304471702000.0","Berta","0.489557233914793","",""
"30000110","5","5","","20000015","10000001","","-1.0667189657529e+17","4.60867834766445e+16","-8.8535511544047e+16","1491261305872.0","Bekirdod","0.405349115293902","",""
"30000111","5","5","","20000015","10000001","","-1.01697231116601e+17","3.16926203818261e+16","-8.13410996057737e+16","2799893958424.0","Hothomouh","0.422981028077878","",""
"30000112","5","5","","20000016","10000001","","-5.34522376780293e+16","4.20848701775261e+16","-4.13040279255285e+16","706530530660.0","Arnola","0.462835402531606","",""
"30000113","5","5","","20000016","10000001","","-5.15086812595122e+16","3.75306171289699e+16","-3.75849597682683e+16","2468167968700.0","Astabih","0.408817589130305","",""
"30000114","5","5","","20000016","10000001","","-4.99486731023193e+16","2.94307863510707e+16","-3.59922799350598e+16","1359739052104.0","Ubtes","0.336073246471394","",""
"30000115","5","5","","20000016","10000001","","-4.63895240076147e+16","2.62774811624212e+16","-3.93678283353748e+16","5242238286632.0","Bimener","0.27004119778905","",""
"30000116","5","5","","20000016","10000001","","-4.48955948853822e+16","3.28807792758701e+16","-3.62503280565689e+16","1016676793420.0","Kenobanala","0.289398349428228","",""
"30000117","5","5","","20000016","10000001","","-4.49160615827613e+16","2.55876598481696e+16","-4.31348519802183e+16","3788239474924.0","Khabi","0.248618615189356","",""
"30000118","5","5","","20000016","10000001","","-5.27413767535792e+16","3.89345124627542e+16","-4.81218474837588e+16","3398584787208.0","Uanzin","0.433972025380546","",""
"30000119","5","5","","20000017","10000002","","-1.12560103587756e+17","4.79283339319588e+16","1.11978825842975e+17","1011110290984.0","Itamo","0.671738342770413","",""
"30000120","5","5","","20000017","10000002","","-1.20342524769332e+17","4.01960587339444e+16","1.14066274472987e+17","10543681635240.0","Mitsolen","0.633705945033036","",""
"30000121","5","5","","20000017","10000002","","-1.13233135699433e+17","4.35358402169136e+16","9.98387784917468e+16","1135549451920.0","Jatate","0.63742813303159","",""
"30000122","5","5","","20000017","10000002","","-1.19280441488417e+17","4.19549311655408e+16","1.07985141986103e+17","1707878655024.0","Mahtista","0.658237550866042","",""
"30000123","5","5","","20000017","10000002","","-1.03816549528156e+17","5.40524157287301e+16","1.03154736580374e+17","6446844749808.0","Vaankalen","0.647170374351955","",""
"30000124","5","5","","20000017","10000002","","-1.1455264912827e+17","5.22145252958791e+16","1.16245911522904e+17","1310767035072.0","Kylmabe","0.73193132040608","",""
"30000125","5","5","","20000017","10000002","","-1.02314240978147e+17","5.15208739769004e+16","1.14451455950439e+17","3376916713192.0","Ahtulaima","0.61268891517586","",""
"30000126","5","5","","20000018","10000002","","-1.08837334945851e+17","7.39685485082592e+16","8.89111144306029e+16","2715790135152.0","Geras","0.650146461702381","",""
"30000127","5","5","","20000018","10000002","","-1.22129903072428e+17","7.72944502971872e+16","8.37499386520438e+16","1434086499744.0","Sirseshin","0.747992815656222","",""
"30000128","5","5","","20000018","10000002","","-1.12954466387456e+17","8.22233990165537e+16","8.78444699158997e+16","473742586560.0","Tuuriainas","0.610848926567931","",""
"30000129","5","5","","20000018","10000002","","-1.28835093262737e+17","6.47566844860831e+16","9.83381252281735e+16","1977199653600.0","Unpas","0.945964552643781","",""
"30000130","5","5","","20000018","10000002","","-1.22231920215349e+17","7.19353118887792e+16","9.55731715345483e+16","1575757234328.0","Shihuken","0.874584974790593","",""
"30000131","5","5","","20000018","10000002","","-1.02548997380213e+17","7.5165714802187e+16","9.43404833973538e+16","1678975082680.0","Nomaa","0.606936086220431","",""
"30000132","5","5","","20000019","10000002","","-1.41907839349533e+17","5.5430726626926e+16","1.09208016114026e+17","3466768974744.0","Ansila","0.912017009910029","",""
"30000133","5","5","","20000019","10000002","","-1.3377230510699e+17","6.15932993512919e+16","1.11641750668068e+17","2143250542880.0","Hirtamon","0.974726206929074","",""
"30000134","5","5","","20000019","10000002","","-1.46700680788356e+17","5.13922654325632e+16","1.05853589168421e+17","3316530528632.0","Hykkota","0.823653465298516","",""
"30000135","5","5","","20000019","10000002","","-1.48747791926887e+17","4.61212485240934e+16","1.07892563654426e+17","2123288183776.0","Outuni","0.734172299176997","",""
"30000136","5","5","","20000019","10000002","","-1.49794153665098e+17","4.29064891311058e+16","1.04942953561997e+17","2937547682528.0","Ohmahailen","0.663810822884121","",""
"30000137","5","5","","20000019","10000002","","-1.53519004289575e+17","4.26616980148278e+16","1.05342914908028e+17","1420635003376.0","Eskunen","0.625293934883188","",""
"30000138","5","5","","20000019","10000002","","-1.37996816819161e+17","6.3157462493689e+16","1.14295800169879e+17","1416950329648.0","Ikuchi","0.986814622613172","",""
"30000139","5","5","","20000020","10000002","","-1.39376796022883e+17","7.1476647043998e+16","9.95240165781046e+16","1658763476744.0","Urlen","0.959995210823471","",""
"30000140","5","5","","20000020","10000002","","-1.25986646920959e+17","5.85222582205886e+16","1.10028861626783e+17","3419516483944.0","Maurasi","0.912747592952945","",""
"30000141","5","5","","20000020","10000002","","-1.36079097582848e+17","6.7458193520383e+16","8.91820075749524e+16","1389317412616.0","Kisogo","1.0","",""
"30000142","5","5","","20000020","10000002","","-1.29064861734878e+17","6.07553069099636e+16","1.1746922706009e+17","3591949026184.0","Jita","0.945913116664839","",""
"30000143","5","5","","20000020","10000002","","-1.44006154015412e+17","6.65822081758103e+16","1.0790963149708e+17","1875601718208.0","Niyabainen","0.963923600275241","",""
"30000144","5","5","","20000020","10000002","","-1.43265233088943e+17","6.49237149289389e+16","1.04178623206742e+17","1467665281408.0","Perimeter","0.953123230586721","",""
"30000145","5","5","","20000020","10000002","","-1.36591309420335e+17","6.86066181108911e+16","1.14489542252206e+17","999014032456.0","New Caldari","1.0","",""
"30000146","5","5","","20000021","10000002","","-1.02163624625311e+17","6.80250132305961e+16","9.88810076840847e+16","1522169028904.0","Saisio","0.652440258329975","",""
"30000147","5","5","","20000021","10000002","","-9.3195238525388e+16","5.96260734273451e+16","8.75346665050009e+16","2265189748656.0","Abagawa","0.625297524039895","",""
"30000148","5","5","","20000021","10000002","","-1.077362089753e+17","6.57371826063481e+16","1.12001668795974e+17","8278750486232.0","Jakanerva","0.743252264884049","",""
"30000149","5","5","","20000021","10000002","","-9.54090848284134e+16","6.74807568869246e+16","1.11772143099082e+17","1517458638416.0","Gekutami","0.699187208282053","",""
"30000150","5","5","","20000021","10000002","","-9.00961082476447e+16","6.42135301427889e+16","8.67274752661209e+16","3537682636320.0","Hurtoken","0.585977998383649","",""
"30000151","5","5","","20000021","10000002","","-9.79308953353238e+16","7.3716882694877e+16","1.16754753932848e+17","1390556925152.0","Uoyonen","0.698780410423346","",""
"30000152","5","5","","20000021","10000002","","-8.61252967709529e+16","6.38308157025176e+16","9.06408004836968e+16","1593690117840.0","Hampinen","0.541326681546124","",""
"30000153","5","5","","20000022","10000002","","-9.83398025849181e+16","7.83549630123378e+16","9.41061463345514e+16","4875320817240.0","Poinen","0.558052576749366","",""
"30000154","5","5","","20000022","10000002","","-9.78916613682364e+16","7.85971525700876e+16","1.01436453611753e+17","735022203040.0","Liekuri","0.600608295226023","",""
"30000155","5","5","","20000022","10000002","","-9.22641656490747e+16","8.69101624873192e+16","9.94790222141096e+16","1814234218480.0","Obanen","0.561731733234103","",""
"30000156","5","5","","20000022","10000002","","-9.21303155086644e+16","7.33225633171401e+16","9.8168800459992e+16","1428516619808.0","Josameto","0.577656292856276","",""
"30000157","5","5","","20000022","10000002","","-8.96204009939061e+16","7.50489043121383e+16","9.35019741389732e+16","2779218486472.0","Otela","0.531906740544569","",""
"30000158","5","5","","20000022","10000002","","-8.26744291587569e+16","9.17786834782049e+16","1.0019445172953e+17","1203250350832.0","Olo","0.676040546591996","",""
"30000159","5","5","","20000023","10000002","","-8.11450033384442e+16","6.34739586760046e+16","8.48340335643026e+16","3543562694928.0","Ikami","0.532008285238633","",""
"30000160","5","5","","20000023","10000002","","-7.70534810172306e+16","6.27253382242769e+16","8.21715752075333e+16","1902683857976.0","Reisen","0.518560559323966","",""
"30000161","5","5","","20000023","10000002","","-7.74277228903989e+16","5.67026801106976e+16","8.61311013087868e+16","1359693101216.0","Purjola","0.520526760999043","",""
"30000162","5","5","","20000023","10000002","","-7.50532696615603e+16","5.38248941905358e+16","9.22505628729966e+16","1541698991784.0","Maila","0.440715381231804","",""
"30000163","5","5","","20000023","10000002","","-6.70751053403745e+16","4.95570542917043e+16","9.4326218506763e+16","1618394275400.0","Akora","0.324624876237477","",""
"30000164","5","5","","20000023","10000002","","-5.94997972772636e+16","4.39625518937266e+16","8.56050586334089e+16","1715419500880.0","Messoya","0.315086024165665","",""
"30000165","5","5","","20000024","10000002","","-8.1148409550041e+16","8.78766713679774e+16","1.1566544302916e+17","2327688417392.0","Ishisomo","0.650831543137427","",""
"30000166","5","5","","20000024","10000002","","-7.62885841864963e+16","8.30952117184407e+16","1.15923520577851e+17","1272786815176.0","Airmia","0.623113151529817","",""
"30000167","5","5","","20000024","10000002","","-7.71613615526571e+16","8.4780754185008e+16","1.18987926624497e+17","1831764163424.0","Sakkikainen","0.594888748666231","",""
"30000168","5","5","","20000024","10000002","","-7.38757724528421e+16","9.6063142669244e+16","1.200272993755e+17","3461727405808.0","Friggi","0.509152956046691","",""
"30000169","5","5","","20000024","10000002","","-7.12226131273562e+16","1.0226415651806e+17","1.21304533109936e+17","1697381859652.0","Ihakana","0.380808678105576","",""
"30000170","5","5","","20000024","10000002","","-7.97214717094031e+16","8.60838639416899e+16","1.2382244449757e+17","1132593467384.0","Vahunomi","0.531591775705391","",""
"30000171","5","5","","20000024","10000002","","-6.7227266627176e+16","9.5976161045141e+16","1.17443205957308e+17","725325424928.0","Otitoh","0.481666891250913","",""
"30000172","5","5","","20000024","10000002","","-7.77811670090862e+16","1.01875086740644e+17","1.18873630934831e+17","2154661711592.0","Otomainen","0.479158600448412","",""
"30000173","5","5","","20000025","10000002","","-8.7946832829668e+16","7.60389273575026e+16","1.16470441932998e+17","4535616660128.0","Vattuolen","0.708073071152356","",""
"30000174","5","5","","20000025","10000002","","-8.50858357384056e+16","6.79761652678575e+16","1.20548162843502e+17","1689959058992.0","Onuse","0.74042706302931","",""
"30000175","5","5","","20000025","10000002","","-8.87445116891967e+16","8.26344732128518e+16","1.19698603628369e+17","1810670214008.0","Soshin","0.634221027653938","",""
"30000176","5","5","","20000025","10000002","","-8.53788729368788e+16","6.92316101315679e+16","1.24052345392799e+17","1527900235440.0","Keikaken","0.721319230528388","",""
"30000177","5","5","","20000025","10000002","","-8.44731222644732e+16","6.7280694585549e+16","1.29160044383989e+17","1150597389792.0","Ukkalen","0.645119862891427","",""
