"itemID","typeID","groupID","solarSystemID","constellationID","regionID","orbitID","x","y","z","radius","itemName","security","celestialIndex","orbitIndex"
"20000035","4","4","","","10000003","","-9.59790477708828e+16","9.1104243395762e+16","1.87989064417571e+17","1.39566911188982e+16","Z-DO53","","",""
"20000036","4","4","","","10000003","","-9.6959562214228e+16","1.15976965323544e+17","1.78171700292355e+17","1.03826444462717e+16","YUT3-U","","",""
"20000037","4","4","","","10000003","","-6.94607299137451e+16","1.07277728808784e+17","2.11861833588607e+17","1.07967910292117e+16","5YHF-H","","",""
"20000038","4","4","","","10000003","","-5.2458407374936e+16","1.16744024602218e+17","1.61939902558408e+17","1.31708342952356e+16","UK-MI6","","",""
"20000039","4","4","","","10000003","","-3.7611080188305e+16","1.04567340214531e+17","1.43889798413638e+17","1.49820135199929e+16","YDS0-Y","","",""
"20000040","4","4","","","10000003","","-1.55999513905118e+16","5.82041704075143e+16","1.46094919517886e+17","1.47360087708482e+16","A3-T8B","","",""
"20000041","4","4","","","10000003","","-5.55573886769371e+16","1.03991527604496e+17","1.75235332491413e+17","7.81970099090254e+15","DILJ-7","","",""
"20000042","4","4","","","10000003","","-1.97104888720237e+16","8.473804130452e+16","1.67961716935881e+17","1.19834131124907e+16","0-8MWQ","","",""
"20000043","4","4","","","10000003","","-5.46554745908546e+16","1.23108676507826e+17","2.18879593357516e+17","9.08613214211187e+15","F-V9QW","","",""
"20000044","4","4","","","10000003","","-1.51466756246148e+15","8.16529603627314e+16","1.75435909067551e+17","9.01816929941466e+15","E-8CSQ","","",""
"20000045","4","4","","","10000003","","1.10951135850936e+16","9.05419708852134e+16","1.60705492923388e+17","1.07377541393431e+16","9KX-M0","","",""
"20000046","4","4","","","10000003","","7.98449245817692e+15","6.89142205320397e+16","1.68077197075229e+17","1.09858830369268e+16","88G-M4","","",""
"20000047","4","4","","","10000004","","1.12345181195738e+17","5.82492544055059e+16","2.0792374528573e+17","1.26919345656835e+16","L5-H1O","","",""
"20000048","4","4","","","10000004","","8.22350572817793e+16","6.87639437203763e+16","1.93468952726847e+17","1.25563247006854e+16","J-4QD7","","",""
"20000049","4","4","","","10000004","","9.53655618301219e+16","3.76913991132952e+16","1.91007747774319e+17","1.25149145548555e+16","LC-AQD","","",""
"20000050","4","4","","","10000004","","7.43499641997965e+16","5.79803285299612e+16","2.37707660060956e+17","9.25065600482964e+15","7PUP-K","","",""
"20000051","4","4","","","10000004","","9.88505283431108e+16","7.9559619351353e+16","2.58638058258739e+17","1.92574332935403e+16","V8UW-M","","",""
"20000052","4","4","","","10000004","","9.32583748289413e+16","5.53134757866182e+16","2.29855753632977e+17","1.76452652212852e+16","T7B-VB","","",""
"20000053","4","4","","","10000004","","8.72742274139728e+16","5.21643304294765e+16","2.59770384539448e+17","2.00360276198546e+16","B-PHYN","","",""
"20000054","4","4","","","10000004","","8.78856939052698e+16","1.38650391165171e+16","1.64377322883813e+17","9.70897596898189e+15","9RW5-Z","","",""
"20000055","4","4","","","10000004","","9.39139013668271e+16","7.66615579802515e+16","2.95691910175006e+17","1.41407313834876e+16","VL-OGL","","",""
"20000056","4","4","","","10000004","","7.90554616905516e+16","5.61509392528616e+16","3.07329486129295e+17","9.97539329433777e+15","VW-JMB","","",""
"20000057","4","4","","","10000004","","9.91955783202765e+16","8.07555588730621e+16","3.26045817320346e+17","1.40581517087997e+16","HN5-RL","","",""
"20000058","4","4","","","10000004","","1.01486057028745e+17","9.02756358710784e+16","3.09564902654401e+17","1.10253446983229e+16","RO-AZT","","",""
"20000059","4","4","","","10000004","","9.80353623021268e+16","9.38794138479312e+16","3.57446704176557e+17","9.38372321873587e+15","KCR-1E","","",""
"20000060","4","4","","","10000004","","6.73908273200137e+16","8.8820165257849e+16","2.60266484922458e+17","8.75169806884512e+15","FL-TD4","","",""
"20000061","4","4","","","10000004","","1.10740785612982e+17","9.569515289694e+16","3.67083502298463e+17","1.17676082031077e+16","B-HLOG","","",""
"20000062","4","4","","","10000004","","8.19186474385738e+16","8.67333466824678e+16","3.8077417785062e+17","9.81784525841266e+15","0VFS-G","","",""
"20000063","4","4","","","10000005","","9.56164260085368e+16","-3.15150328042694e+16","-1.64748864800978e+17","1.17963488037986e+16","GJH-1C","","",""
"20000064","4","4","","","10000005","","1.33660481311515e+17","-1.62288903485902e+16","-1.90273639271198e+17","1.24797856980855e+16","RFQ-8Y","","",""
"20000065","4","4","","","10000005","","7.74968439739278e+16","-1.5442356701422e+16","-2.03155203452019e+17","1.11850437390609e+16","MZ-PA2","","",""
"20000066","4","4","","","10000005","","1.24874496742708e+17","-2.98020224570675e+16","-1.66005403776531e+17","1.30485494774364e+16","5F8-PZ","","",""
"20000067","4","4","","","10000005","","1.06725752239432e+17","-3.04088836027625e+16","-1.86128662233232e+17","1.15139691209288e+16","PR-ACX","","",""
"20000068","4","4","","","10000005","","1.46181972871033e+17","-1.84576883148622e+16","-2.1175588054251e+17","1.06716317106625e+16","5P4-QA","","",""
"20000069","4","4","","","10000005","","6.58957615677702e+16","-2.41409465268631e+16","-2.05869439168795e+17","1.02812310328936e+16","1RG-GU","","",""
"20000070","4","4","","","10000005","","1.68633211470465e+17","-3.47533903519468e+16","-2.28035652156066e+17","1.68658178635693e+16","ZPI-2E","","",""
"20000071","4","4","","","10000005","","1.11412007944826e+17","-1.20626717031067e+16","-2.07213171277609e+17","1.65946181306153e+16","D-95MV","","",""
"20000072","4","4","","","10000005","","2.0899489217955e+17","-1.29529824189485e+16","-1.94787266992566e+17","1.90896019616798e+16","3R-BJL","","",""
"20000073","4","4","","","10000005","","8.18116313307276e+16","-5.07203320489026e+16","-2.10097452731597e+17","1.49271046363329e+16","T875-C","","",""
"20000074","4","4","","","10000005","","6.85196296799376e+16","-1.67887808143714e+16","-2.27533857587847e+17","1.27426818975087e+16","4SRW-B","","",""
"20000075","4","4","","","10000005","","5.80859178076883e+16","-2.88772764737066e+16","-2.19987046200608e+17","1.05458874386868e+16","HOV-VI","","",""
"20000076","4","4","","","10000005","","1.36909058206465e+17","-3.47850608005078e+16","-2.04136942807228e+17","1.26770443444797e+16","NZU8-G","","",""
"20000077","4","4","","","10000006","","1.22072758906032e+17","-1.67797177739814e+16","-1.57619597580259e+17","1.1561246013195e+16","0FC-ZX","","",""
"20000078","4","4","","","10000006","","1.37370897838259e+17","8.23243215965681e+15","-1.49783265558614e+17","9.52246978733834e+15","AC-RON","","",""
"20000079","4","4","","","10000006","","1.07842875633863e+17","2.81263939466279e+15","-1.76706153814934e+17","9.3450483696376e+15","RF9-ZU","","",""
"20000080","4","4","","","10000006","","1.0474716260287e+17","-1.65971746916331e+15","-1.44430017697754e+17","1.087290766789e+16","DJ-XCW","","",""
"20000081","4","4","","","10000006","","9.10643036814467e+16","9.68470925324668e+15","-1.49712235378091e+17","1.33580365448239e+16","3GK-WS","","",""
"20000082","4","4","","","10000006","","7.09269752897324e+16","3.83981243192033e+15","-1.4703521785722e+17","1.27390450096045e+16","5ZR-29","","",""
"20000083","4","4","","","10000006","","5.50942891882897e+16","6.47088590862232e+15","-1.83026537726129e+17","6.92735170181062e+15","J-9M7D","","",""
"20000084","4","4","","","10000006","","7.04816259894974e+16","4.71589790521853e+15","-1.72631015151399e+17","1.37030703791748e+16","R-M719","","",""
"20000085","4","4","","","10000006","","1.14255230938303e+17","1.61704871500953e+16","-1.56522164737634e+17","8.14911502036365e+15","5Y1E-3","","",""
"20000086","4","4","","","10000006","","9.92771287656644e+16","-1.30432603086081e+16","-1.62926173720071e+17","1.10596234965873e+16","760-9C","","",""
"20000087","4","4","","","10000006","","8.33542295530092e+16","2.18631630546075e+16","-1.80582076915718e+17","1.15397448474366e+16","4-QV2L","","",""
"20000088","4","4","","","10000006","","8.36475904518662e+16","-6.95533516650719e+15","-1.42341340477442e+17","1.197662860192e+16","GU-JZ1","","",""
"20000089","4","4","","","10000007","","2.2053418090367e+17","7.17522627134041e+15","-1.06354699551511e+17","8.63135506594205e+15","BVA-YH","","",""
"20000090","4","4","","","10000007","","1.83951658928238e+17","9.76123114410739e+15","-1.20228420356962e+17","1.54654957487438e+16","VS-8P0","","",""
"20000091","4","4","","","10000007","","2.24114852400476e+17","-1.55828685222703e+16","-8.52587064976812e+16","1.6134106406283e+16","5HN-S5","","",""
"20000092","4","4","","","10000007","","2.53779292278507e+17","4.64006416633624e+15","-9.87505306498078e+16","2.19033240723612e+16","Y-JSM8","","",""
"20000093","4","4","","","10000007","","2.87528567120156e+17","-1.88956702663783e+16","-7.71645764866491e+16","1.33037271159945e+16","VSC-W9","","",""
"20000094","4","4","","","10000007","","3.05503962670839e+17","-4.21314900311268e+16","-8.826306978745e+16","1.35416262043676e+16","FQ-COP","","",""
"20000095","4","4","","","10000007","","2.82432889187025e+17","-1.11491210096542e+16","-4.99181459418285e+16","2.49483849391167e+16","MRC-29","","",""
"20000096","4","4","","","10000008","","4.74342837962523e+16","1.26861938771838e+16","-1.4942298694627e+17","1.608055329184e+16","51ZT-6","","",""
"20000097","4","4","","","10000008","","5.16505540215433e+16","6.43263525915846e+15","-1.29755759904938e+17","1.41795037096035e+16","4YFT-F","","",""
"20000098","4","4","","","10000008","","3.25077594297347e+16","3.17150195267864e+16","-1.19041223169724e+17","8.18340144827444e+15","P-I9PF","","",""
"20000099","4","4","","","10000008","","8.11749787367384e+16","1.21541966964899e+16","-1.30054969482864e+17","1.41268857598041e+16","ENP-SH","","",""
"20000100","4","4","","","10000008","","1.86366608740231e+16","-2.14856603573735e+16","-1.58065612673597e+17","9.94435770135198e+15","Y-M7ML","","",""
"20000101","4","4","","","10000008","","3.79538127644298e+16","2.77139652094749e+16","-1.72427164786443e+17","1.16924946807972e+16","QI1M-Q","","",""
"20000102","4","4","","","10000008","","4.33974429434894e+16","-1.91909502282734e+16","-1.34612859563579e+17","8.26986625517075e+15","7VJ-7M","","",""
"20000103","4","4","","","10000008","","8.09943722718633e+16","1.76895294556452e+15","-1.03993036168969e+17","8.40045014405544e+15","02QH-A","","",""
"20000104","4","4","","","10000008","","8.78368188141796e+16","3.14706379090676e+16","-1.14392829382876e+17","9.0863381333073e+15","WQZ8-4","","",""
"20000105","4","4","","","10000008","","1.09636974400018e+17","2.30002818483699e+16","-1.34522186650614e+17","7.73024735614003e+15","DITJ-X","","",""
"20000106","4","4","","","10000008","","3.18497646759401e+16","-1.9820789939149e+16","-1.35155425676134e+17","1.36088358189578e+16","YCM-AI","","",""
"20000107","4","4","","","10000008","","6.15560235266548e+16","2.66727910364132e+16","-1.36563993515709e+17","7.11621252824705e+15","CN5-F2","","",""
"20000108","4","4","","","10000009","","1.43669542320849e+17","3.8992930875167e+16","-1.21491322989264e+17","1.91895739062376e+16","IV-LWJ","","",""
"20000109","4","4","","","10000009","","1.54626354137069e+17","-1.18238402716459e+16","-1.25423433868884e+17","1.21203347289595e+16","U-EUG7","","",""
"20000110","4","4","","","10000009","","1.73073028130018e+17","-1.3117497770087e+16","-1.39428507171347e+17","8.52379823120794e+15","E-95ID","","",""
"20000111","4","4","","","10000009","","1.52453882638374e+17","9.15146695974539e+15","-1.3395819745312e+17","1.24888030659114e+16","8-4EFQ","","",""
"20000112","4","4","","","10000009","","1.74025752153084e+17","1.47996690465877e+16","-1.41960985079646e+17","7.31693991934562e+15","Z-ONUI","","",""
"20000113","4","4","","","10000009","","1.30661433330645e+17","3.70725923012384e+15","-1.33586037562368e+17","1.19180109059422e+16","QA-P7J","","",""
"20000114","4","4","","","10000009","","1.29299721132696e+17","-1.21724205437611e+16","-1.41853303178697e+17","1.35630189506755e+16","UR-HG4","","",""
"20000115","4","4","","","10000009","","1.15192825643198e+17","3.78936581899255e+16","-1.10943572916189e+17","1.20545434443106e+16","0YMH-Q","","",""
"20000116","4","4","","","10000009","","1.08381641944456e+17","-3.65012861424896e+15","-1.32609381775655e+17","1.30189201384847e+16","0EA3-8","","",""
"20000117","4","4","","","10000009","","1.49354745003758e+17","-4.12171001792075e+16","-1.57798434727792e+17","1.69467804660868e+16","0-YMZM","","",""
"20000118","4","4","","","10000009","","1.37559938907146e+17","1.76688636646864e+16","-1.07383500539696e+17","7.14324519513412e+15","N5V-Y0","","",""
"20000119","4","4","","","10000009","","1.35464684681862e+17","3.85408193387107e+16","-1.0130634074035e+17","7.80004814283686e+15","N-LY4R","","",""
"20000120","4","4","","","10000009","","2.00012027840969e+17","-9.31147248880329e+15","-1.62247373854768e+17","2.01712470500107e+16","V2S-RH","","",""
"20000121","4","4","","","10000009","","1.89881601229627e+17","-3.37278563728215e+16","-1.72147892214163e+17","1.39109390015111e+16","FD-7Y4","","",""
"20000122","4","4","","","10000009","","1.65595672562001e+17","4.68873225377392e+16","-9.83663313091254e+16","1.2316353749745e+16","TL-FDN","","",""
"20000123","4","4","","","10000009","","1.64843068991601e+17","-3.56660229835372e+16","-1.92412026582845e+17","2.03766276352335e+16","R-CL2W","","",""
"20000124","4","4","","","10000010","","-1.4894134273161e+17","8.43219574990979e+16","1.99814357212184e+17","1.3919303715697e+16","1P-VL2","","",""
"20000125","4","4","","","10000010","","-1.6012688570743e+17","1.01547334866336e+17","2.2743815260403e+17","1.18311929710178e+16","X-VN63","","",""
"20000126","4","4","","","10000010","","-1.31975561560757e+17","1.04012241030495e+17","2.1693517619001e+17","1.49456475231275e+16","014U-A","","",""
"20000127","4","4","","","10000010","","-9.7758771293823e+16","9.72958978022073e+16","2.31010326963716e+17","1.51918768993371e+16","52-JKU","","",""
"20000128","4","4","","","10000010","","-1.5005968368134e+17","1.18758873119434e+17","2.22186907172346e+17","1.42384355853692e+16","E3-NLE","","",""
"20000129","4","4","","","10000010","","-1.80136061822225e+17","8.51713893083013e+16","2.48701329588798e+17","9.67653235462477e+15","GORV-P","","",""
"20000130","4","4","","","10000010","","-1.78384511274465e+17","1.10740299382246e+17","2.13160711113078e+17","1.1215851896364e+16","03C-SU","","",""
"20000131","4","4","","","10000010","","-6.00913506725963e+16","8.17445109258689e+16","2.36299327639912e+17","1.34562042270495e+16","W-XBGF","","",""
"20000132","4","4","","","10000011","","2.03589569926422e+16","1.17721091082188e+16","-7.39596881186952e+16","1.22357665888855e+16","730-KH","","",""
"20000133","4","4","","","10000011","","6.30989564844747e+16","3.14703648398393e+16","-9.12127534482946e+16","8.10733184002814e+15","U-3HAO","","",""
"20000134","4","4","","","10000011","","2.76909292120124e+16","1.39179938237789e+16","-9.96988332188907e+16","7.37735001515389e+15","K-DLD2","","",""
"20000135","4","4","","","10000011","","1.93680333265665e+16","1.29798709846463e+16","-1.07393866311318e+17","2.07842180126751e+16","V-LQBF","","",""
"20000136","4","4","","","10000011","","4.3468647848808e+16","4.14411436050894e+16","-7.92635606240672e+16","1.26496702612076e+16","BB8E-G","","",""
"20000137","4","4","","","10000011","","4.77762622975138e+16","1.2390568141032e+16","-1.07793982150745e+17","1.35076137455922e+16","IYOO-M","","",""
"20000138","4","4","","","10000011","","1.57875781665387e+16","3.75138440193607e+16","-6.88984732493851e+16","1.23828104260503e+16","Q-PVMK","","",""
"20000139","4","4","","","10000011","","5.06531041587853e+16","4.27485965298462e+16","-5.44078989150023e+16","1.43387513556245e+16","AP-S8F","","",""
"20000140","4","4","","","10000011","","2.19540751547658e+16","5.18042059407106e+16","-9.0495311840283e+16","1.81362769777567e+16","T-W4L3","","",""
"20000141","4","4","","","10000011","","1.73428393300385e+16","-4.41701945232586e+15","-4.36085131160769e+16","1.92733543903919e+16","V-4QJC","","",""
"20000142","4","4","","","10000011","","5.10358284551736e+16","1.55561131068619e+16","-5.97782477239804e+16","1.26707836833286e+16","DYK-G8","","",""
"20000143","4","4","","","10000011","","7.9641819325546e+16","3.65022215484611e+16","-6.77974594705222e+16","1.08627418581874e+16","L-TEVM","","",""
"20000144","4","4","","","10000011","","6.66069112477683e+16","6.25302746400463e+16","-4.08452542519846e+16","1.17231413896945e+16","HRJG-D","","",""
"20000145","4","4","","","10000011","","1.86903280193726e+16","1.67412841718426e+16","-1.07087252085358e+17","6.2995700635631e+15","W-3Y6D","","",""
"20000146","4","4","","","10000011","","8.92400970939095e+16","2.88193044430651e+16","-3.77244332844532e+16","1.28610285132249e+16","I3-2J0","","",""
"20000147","4","4","","","10000012","","4.50224210935949e+16","-3.02658596278698e+16","-1.67124134638034e+17","1.57348654344099e+16","Tranquility","","",""
"20000148","4","4","","","10000012","","1.7136466492517e+16","4.15775630908963e+15","-1.62173158167281e+17","1.31098684367422e+16","Paradise","","",""
"20000149","4","4","","","10000012","","1.81181741214524e+16","7.08031513530814e+15","-1.4178056621394e+17","1.21208120031462e+16","Elysium","","",""
"20000150","4","4","","","10000012","","5.62538614839537e+15","2.77059481776978e+16","-1.45859802631074e+17","1.1030817833999e+16","Sound","","",""
"20000151","4","4","","","10000012","","2.97622967342301e+16","-3.44845959299698e+15","-1.59960319750078e+17","8.92373750679057e+15","Rapture","","",""
"20000152","4","4","","","10000012","","-994208949906410.0","-6.39343693115337e+15","-1.35105384527697e+17","1.04453654855846e+16","Hale","","",""
"20000153","4","4","","","10000012","","-1.71649024744228e+16","1.74783815218227e+16","-1.38674513160224e+17","8.996572194062e+15","Heaven","","",""
"20000154","4","4","","","10000013","","1.76631710065788e+17","7.28798604916362e+16","5.72838892232203e+16","1.47694571388366e+16","4R-HUN","","",""
"20000155","4","4","","","10000013","","1.60800587290492e+17","7.37946521607832e+16","9.37186474563062e+16","9.55862699087978e+15","XI0-X2","","",""
"20000156","4","4","","","10000013","","1.78228215450011e+17","7.3211930660942e+16","7.63141087034716e+16","1.04759181065411e+16","1M4-FN","","",""
"20000157","4","4","","","10000013","","1.8538198091001e+17","6.26749223499203e+16","1.2974948085176e+17","1.23387614427727e+16","UL8-RD","","",""
"20000158","4","4","","","10000013","","1.71677106678805e+17","6.12002711242707e+16","1.17124967942243e+17","1.26487242326214e+16","3TS-12","","",""
"20000159","4","4","","","10000013","","1.46522777958075e+17","6.43283194692797e+16","1.15179976942076e+17","1.90498985380624e+16","E6EO-H","","",""
"20000160","4","4","","","10000013","","1.84196038062126e+17","7.6725718244156e+16","4.63113632210148e+16","7.13162140572128e+15","PFL-QY","","",""
"20000161","4","4","","","10000013","","1.58563022571887e+17","6.88003238104568e+16","6.31064696457614e+16","6.46290039571184e+15","7UNX-J","","",""
"20000162","4","4","","","10000013","","1.77410246457271e+17","4.33038501493304e+16","1.36571342987508e+17","5.82766766962726e+15","D-YKXH","","",""
"20000163","4","4","","","10000013","","1.91194765715306e+17","4.3221875094774e+16","5.1387438884193e+16","1.44178182742493e+16","G-HISF","","",""
"20000164","4","4","","","10000013","","1.59585415762242e+17","5.03706242098002e+16","1.09065245818797e+17","1.49461081384198e+16","GDBW-2","","",""
"20000165","4","4","","","10000013","","1.69410688478327e+17","8.46625326625838e+16","1.07396066002924e+17","9.3830463893983e+15","WS5L-X","","",""
"20000166","4","4","","","10000013","","1.98122065919163e+17","8.62789082953606e+16","1.12884013717721e+17","1.53691924051416e+16","MW49-U","","",""
"20000167","4","4","","","10000013","","1.67079831815887e+17","9.37518608598951e+16","8.32231933995089e+16","9.60530131269139e+15","PX0-P4","","",""
"20000168","4","4","","","10000013","","2.04893040871076e+17","6.74812549084977e+16","8.86734005835395e+16","8.35931259062408e+15","2747-4","","",""
"20000169","4","4","","","10000014","","-8.14423553168666e+16","8.63192348012121e+15","-2.14200260427786e+17","2.20390722746109e+16","UX3-N2","","",""
"20000170","4","4","","","10000014","","-5.03859629970339e+16","68829433970100.0","-2.06009903098076e+17","1.61806572715386e+16","N-OGI1","","",""
"20000171","4","4","","","10000014","","-5.78397160194419e+16","2.00122437637806e+16","-1.77792227714012e+17","8.49069434140206e+15","EM-L3K","","",""
"20000172","4","4","","","10000014","","-7.38779831797565e+16","1.23771783319992e+16","-1.77558685188656e+17","1.52756527855387e+16","ZW-BY5","","",""
"20000173","4","4","","","10000014","","-7.64948954104884e+16","3.98900702441475e+16","-1.76958846165208e+17","1.04511555170156e+16","JZV-O6","","",""
"20000174","4","4","","","10000014","","-5.29285344742173e+16","2.32885956755856e+16","-2.20827674225614e+17","2.22417970445559e+16","XR9-LP","","",""
"20000175","4","4","","","10000014","","-8.14508818813215e+16","1.32071980760907e+16","-2.45190231620402e+17","1.07237805905703e+16","9HXQ-G","","",""
"20000176","4","4","","","10000014","","-8.86974574132476e+16","2.14859424773108e+16","-1.48900688896618e+17","1.21668188507621e+16","FDR-EQ","","",""
"20000177","4","4","","","10000014","","-6.67060831372258e+16","-1.06431528139274e+16","-2.62872906315506e+17","1.11051476243171e+16","T-1WDH","","",""
"20000178","4","4","","","10000014","","-1.04539416797229e+17","1.8726768846681e+16","-2.38961925776487e+17","1.30551264822531e+16","A-JI5E","","",""
"20000179","4","4","","","10000014","","-1.05237914571209e+17","4.80987569410823e+16","-1.39121469927841e+17","9.25817289639195e+15","T-HHHT","","",""
"20000180","4","4","","","10000014","","-1.12184180679407e+17","5.43007456040453e+16","-1.60168481216392e+17","8.12124360289939e+15","NNLX-K","","",""
"20000181","4","4","","","10000014","","-1.36857619260587e+17","1.81515699942554e+16","-2.44034319347047e+17","1.69899653746622e+16","6JCS-4","","",""
"20000182","4","4","","","10000014","","-1.51121237270366e+17","3.55786216436257e+16","-2.60500373218507e+17","1.08367998705734e+16","U-JTBT","","",""
"20000183","4","4","","","10000014","","-1.76804941309964e+17","3.79925823587954e+16","-2.56809915767871e+17","1.29256462980271e+16","BRP2-K","","",""
"20000184","4","4","","","10000015","","-1.70701767764399e+17","1.11076050825539e+17","2.54829097012368e+17","1.18671605063144e+16","1G-8KY","","",""
"20000185","4","4","","","10000015","","-1.49929357461715e+17","1.15055170547746e+17","2.76142050299706e+17","1.04903668097111e+16","ST-0EZ","","",""
"20000186","4","4","","","10000015","","-1.60796886805538e+17","1.16516423365138e+17","3.06956230071331e+17","1.57449375273942e+16","48R-PS","","",""
"20000187","4","4","","","10000015","","-1.23283424376573e+17","1.30355916746234e+17","2.72087069346603e+17","8.24284998356866e+15","N32Z-Z","","",""
"20000188","4","4","","","10000015","","-1.52363555496255e+17","1.05160977766758e+17","2.95524130341407e+17","1.64228545741693e+16","UTZ-7B","","",""
"20000189","4","4","","","10000015","","-1.73614689352501e+17","9.53767066097469e+16","2.92068686781369e+17","1.87907439744974e+16","E-I1JW","","",""
"20000190","4","4","","","10000015","","-1.3878941211004e+17","1.04447247066965e+17","3.33295412830532e+17","2.42444876525236e+16","W9MQ-1","","",""
"20000191","4","4","","","10000015","","-1.58180842680669e+17","1.02604294500277e+17","3.5990935842448e+17","1.37393029045318e+16","XHYS-O","","",""
"20000192","4","4","","","10000015","","-1.1255205521739e+17","1.13495603798737e+17","3.45502510317101e+17","2.97582909409352e+16","Y8-HHZ","","",""
